"production_family","wk","fecha","fa_pn","pn_componente","wo","quantity","cod_defecto","label","linea","turno","cluster"
"Wands (Kamuk)","Week 01","1/3/2020","48400","48404",2046690,1,"D1093",1,"Line 13","T1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","48414",2046690,1,"DO085",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","48416",2046690,1,"DO1646",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046690,4,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046690,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046690,10,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046690,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046690,6,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046690,4,"PKG105",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046692,1,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046692,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046692,1,"PKG119",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046692,1,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046692,1,"",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046691,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046691,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046691,4,"PKG119",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046691,10,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046691,6,"PKG111",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046691,4,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48407",2046691,1,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48623",2046691,3,"DO085",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","82620",2043590,65,"",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","36141",2046694,1,"DO1646",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","82623",2046694,154,"D1081",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046619,5,"D1081",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","36141",2046619,3,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","48421",2046619,2,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","48423",2046619,1,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046619,35,"D1081",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046626,111,"D1081",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,7,"D1081",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,5,"D1081",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,14,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","48419",2046625,1,"DO085",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046692,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046692,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046692,5,"PKG108",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046692,5,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046692,3,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","82623",2046644,27,"D1081",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","36141",2046644,2,"DO518",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","82620",2046644,1,"DO1644",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","36141",2046644,1,"DO1644",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","84317","82623",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","48623",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","36141",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","48415",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","82620",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","84317","48421",2046644,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046621,27,"D1081",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","36141",2046621,1,"",0,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046621,1,"D1081",1,"Line 12","T3",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046693,3,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046693,1,"DO055",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046693,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,4,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046693,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046823,3,"CA01",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4066",2046823,3,"CA04",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4067",2046822,3,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046822,3,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4066",2046822,3,"CA04",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046822,10,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4067",2046822,1,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046822,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046822,2,"CA09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046822,2,"CA07",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4067",2046822,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4066",2046822,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR4067",2046825,5,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","MR3557","MR3486",2046825,4,"CA01",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046626,1,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","48417",2046626,3,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046626,8,"DO1643",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046626,26,"D1081",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","48415",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","48623",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","48421",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","48423",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","36141",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046619,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49696","49559",2046622,39,"D1081",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","48423",2046622,12,"DO1643",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49696","48421",2046622,1,"DO1643",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","48400","48425",2046694,2,"DO085",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48623",2046694,1,"DO085",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48416",2046694,1,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48410",2046694,1,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046694,5,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48404",2046694,1,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046694,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046694,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046694,9,"PKG111",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046694,5,"PKG119",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046694,3,"PKG112",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046694,3,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046694,14,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,1,"PKG111",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,2,"PKG116",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,1,"PKG119",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","26922",2046693,2,"PKG124",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046693,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","20363",2046693,6,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48404",2046693,23,"D1093",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","48425",2046693,1,"DO085",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","48400","49697",2046693,1,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","49697","36141",2046625,1,"",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,1,"",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","48417",2046625,1,"DO1644",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","36142",2046625,1,"",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","48417",2046625,1,"DO1644",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,9,"D1081",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","49697","49560",2046625,22,"D1081",1,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/3/2020","32791","242700",2046606,7,"DO1644",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","32791","242700",2046606,1,"D1244",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","32791","242700",2046606,1,"DO511",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","32791","242700",2046606,1,"DO1644",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","32791","242700",2046606,1,"DO1646",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/3/2020","32791","23246",2046606,3,"DO1644",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","37801","37800",2047378,33,"OL-0011",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","37801","37800",2047378,1,"OL-0014",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","36700","22620",2047375,6,"OL-0048",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","36700","22621",2047375,6,"OL-0048",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","37801","37800",2047378,6,"OL-0014",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","74600",2046597,6,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","16089",2046597,1,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","24856",2046597,2,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","24791",2046597,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","15546-01",2046597,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","17446",2046597,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","14682",2046597,4,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","74600",2046597,6,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","16089",2046597,1,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","24856",2046597,2,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","24791",2046597,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","15546-01",2046597,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","17446",2046597,1,"DO085",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","14682",2046597,4,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","20359",2046597,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","20359",2046597,6,"pkg119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","141000",2046597,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","140000",2046597,6,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","15324","20362",2046597,2,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","36141",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48421",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48623",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48423",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48415",2046622,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046606,1,"do1644",0,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR4066",2046824,3,"ca12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR3486",2046824,12,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR4067",2046824,2,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR4066",2046824,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR4067",2046824,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","MR3557","MR3486",2046824,1,"CA07",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,7,"D1243",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,15,"D1243",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,1,"DO1646",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,2,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,2,"D1244",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","32791","242700",2046605,8,"DO518",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046621,2,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","36141",2046621,2,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","48421",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","36141",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","48423",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","48623",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","48415",2046621,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","36141",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48423",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48421",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48623",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48415",2046623,15,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046623,3,"D1081",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","36141",2046623,3,"",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48421",2046623,1,"DO1643",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","48423",2046623,2,"DO1643",1,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","49696","49559",2046623,60,"D1081",0,"Line 12","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","32792","242800",2046607,1,"DO518",1,"Line 14","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","14682",2046598,1,"DO085",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","14682",2046598,3,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","231500",2046598,1,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","15571",2046598,3,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","20359",2046598,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","141000",2046598,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","20359",2046598,2,"PKG124",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","141000",2046598,2,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","17446",2046598,2,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","14682",2046597,2,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","17446",2046597,2,"DO1644",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","15571",2046597,2,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","15546-01",2046597,4,"DO1643",1,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","20359",2046597,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","15324","141000",2046597,4,"",0,"Line 13","T 2",1
"Wands (Kamuk)","Week 01","1/4/2020","48400","48413",2046694,1,"DO1644",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","48400","20363",2046694,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","48400","20363",2046694,2,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","48400","26922",2046694,4,"",0,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/4/2020","48400","26922",2046694,2,"PKG119",1,"Line 13","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046620,1,"DO085",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,1,"DO085",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046620,1,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,2,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,3,"D1081",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046620,2,"DO1644",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,117,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48421",2046620,1,"DO1644",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48421",2046620,1,"DO1644",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,1,"D1081",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48423",2046620,1,"DO1644",1,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046620,1,"DO1644",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","49559",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","36141",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48423",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48421",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48423",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","49696","48415",2046620,15,"",0,"Line 12","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","32792","242800",2046607,2,"D1244",0,"Line 14","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","37801","37800",2047379,6,"",0,"Laser","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","36700","22621",2047375,6,"",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","36700","22620",2047375,6,"",0,"Laser","T 2",1
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046828,2,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046828,5,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046828,105,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046826,2,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046826,2,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046826,5,"CA12",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046826,7,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046826,4,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046826,1,"CA12",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046826,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046826,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4066",2046826,1,"MR09",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR3486",2046826,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046826,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","MR3557","MR4067",2046826,1,"CA06",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3728",2046818,28,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4116",2046818,20,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4116",2046818,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3729",2046818,52,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3727",2046818,44,"PKG119",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3727",2046818,8,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4117",2046818,3,"PKG106",1,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR4260",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3573",2046818,1,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR1828",2046818,5,"",0,"Line 14.5","T 1",2
"Wands (Kamuk)","Week 01","1/6/2020","4403","MR3637",2046818,1,"",0,"Line 14.5","T 1",2
