"production_family","wk","fecha","fa_pn","pn_componente","wo","quantity","cod_defecto","label","linea","turno","cluster"
"Opus","Week 04","1/21/2020","86000","64102",2046879,8,"",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","65122",2046879,10,"DW5669",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","64102",2046879,1,"DW4023",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82882",2046882,3,"dw5622",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","42071",2046882,9,"dw5620",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","37572",2046882,5,"DW5625",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","37572",2046882,8,"DW5633",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","84101",2046882,9,"DW5633",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82881",2046882,34,"",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82882",2046882,31,"",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82884",2046882,34,"",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","86003",2046882,34,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","42071",2046882,25,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","37572",2046882,26,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","84101",2046882,25,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82882",2046882,1,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,1,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046882,1,"DW200",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","42071",2046882,15,"DW5620",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,2,"DW5636",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82882",2046882,8,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82884",2046882,3,"DW5636",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,2,"DW5570",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82884",2046882,1,"DW5573",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82884",2046882,4,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,4,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046882,1,"DW200",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046882,1,"DW4023",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,1,"DW4023",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","37572",2046882,1,"DW4016",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82882",2046882,5,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82884",2046882,13,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046882,13,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","42071",2046882,12,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","37572",2046882,12,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","84101",2046882,13,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2046882,7,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","42071",2046882,18,"DW4016",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82882",2046882,1,"DW5622",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82882",2046882,2,"DW5635",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82882",2046882,5,"DW5571",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","42071",2046882,1,"DW5633",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","37572",2046882,1,"DW5624",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","86001",2046882,1,"DW01",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","86001",2046882,2,"DW5632",1,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82881",2046882,13,"",0,"Linea9","T 2",1
"Opus","Week 04","1/21/2020","86000","82884",2046883,6,"DW5571",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82884",2046883,9,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","37572",2046883,1,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","42071",2046883,15,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","84101",2046883,15,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2046883,1,"DW5520",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2046883,1,"DW5551",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2046883,13,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046883,1,"DW4007",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046883,2,"DW210",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82881",2046883,12,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","82882",2046883,15,"",0,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046883,1,"DW5552",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046883,3,"DW5636",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86003",2046883,11,"",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2048884,1,"DW5551",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2048884,1,"DW5553",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2048884,1,"DW4023",1,"Linea9","T 1",2
"Opus","Week 04","1/21/2020","86000","86001",2048884,1,"DW5520",1,"Linea9","T 1",2
"Opus","Week 04","1/22/2020","25050","9247",2049039,20,"DW113",1,"Returns","T 1",2
"Opus","Week 04","1/22/2020","40927","23441",2048641,56,"DW5212",1,"SA","T 1",2
"Opus","Week 04","1/22/2020","40927","40582",2048641,56,"",0,"SA","T 1",2
"Opus","Week 04","1/22/2020","25050","4496",2049039,9,"DW3302",1,"SA","T 1",2
"Opus","Week 04","1/22/2020","42550","4496",2048621,5,"DW4035",1,"SA","T 1",2
"Opus","Week 04","1/22/2020","62057","4935",2047030,26,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11301",2047030,3,"SM4003",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11301",2047030,23,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11300",2047030,26,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","37067",2047030,26,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","4935",2047030,1,"SM1410",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","4935",2047030,11,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11301",2047030,3,"SM4003",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11301",2047030,9,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11300",2047030,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","37067",2047030,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","22746",2047030,18,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","36637",2047030,18,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","10326",2047030,16,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","10326",2047030,2,"SM801",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11294",2047030,72,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","10326",2047030,54,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","10326",2047030,125,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","22746",2047030,6,"SM3906",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","22746",2047030,6,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","36637",2047030,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","10326",2047030,48,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11294",2047030,48,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","24907",2047030,2,"SM4904",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","24907",2047030,10,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","62057","11294",2047030,28,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","24907",2047030,1,"SM4904",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","24907",2047030,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","4935",2047030,1,"SM1400",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","4935",2047030,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11301",2047030,2,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11300",2047030,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","10326",2047030,200,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","22746",2047030,8,"SM200",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","22746",2047030,1,"SM4022",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","22746",2047030,5,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","36637",2047030,1,"SM4504",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","36637",2047030,13,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","10326",2047030,1,"SM4501",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","10326",2047030,1,"SM4502",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","10326",2047030,54,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","22746",2047030,19,"SM3906",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","22746",2047030,7,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","36637",2047030,1,"SM701",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","36637",2047030,25,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","10326",2047030,104,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","11294",2047030,104,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","24907",2047030,23,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","62057","24907",2047030,3,"SM4904",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","4935",2046971,2,"SM1414",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","4935",2046971,17,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11301",2046971,1,"SM4003",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11301",2046971,18,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11300",2046971,19,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","42550",2046971,1,"SM5207",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","42550",2046971,1,"SM12",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","42550",2046971,1,"SM3007",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","22746",2046971,6,"SM3906",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","22746",2046971,2,"SM3904",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","22746",2046971,11,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","36637",2046971,19,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","10326",2046971,76,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11294",2046971,76,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","24907",2046971,6,"SM4904",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","24907",2046971,13,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","42550",2046971,17,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","36637",2046971,2,"SM710",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","36637",2046971,1,"SM701",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","10326",2046971,2,"SM27",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","10326",2046971,2,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","10326",2046971,35,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","10326",2046971,44,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11301",2046971,1,"SM1112",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","22746",2046971,12,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","24907",2046971,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11294",2046971,44,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11300",2046971,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","11300",2046971,21,"SM502",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","4935",2046971,1,"",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","36637",2046971,4,"SM701",0,"Line 4","T 2",1
"Opus","Week 04","1/22/2020","52607","36637",2046971,5,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11294",2046971,51,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","24907",2046971,1,"SM4904",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","24907",2046971,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","4935",2046971,1,"SM1414",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","4935",2046971,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11301",2046971,1,"SM4003",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11301",2046971,12,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11300",2046971,13,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","42550",2046971,13,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11301",2046971,14,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","10326",2046971,1,"SM801",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","10326",2046971,15,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,3,"SM4007",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,1,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","24907",2046971,4,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11294",2046971,16,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","4935",2046971,4,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","36637",2046971,4,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11301",2046971,16,"SM1111",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,1,"SM200",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,4,"SM3906",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,3,"SM3904",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","22746",2046971,5,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","36637",2046971,13,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","10326",2046971,1,"SM800",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","10326",2046971,51,"",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","52607","11294",2046971,1,"SM301",0,"Line 4","T 1",2
"Opus","Week 04","1/22/2020","29863","35648",2047311,1,"DE007",1,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","29884","9782",2047315,1,"DE218",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","29884","9782",2047315,1,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","29884","20658",2047315,1,"DE1302",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","29884","20658",2047315,23,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","29884","20659",2047315,12,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","86990","11279",2047326,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","9570",2047326,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","12156",2047326,1,"DE3703",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","11279",2047326,1,"PKG106",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","10113",2047326,12,"DE4016",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","12573",2047326,12,"DE4016",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","9570",2047326,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","86990","11279",2047326,1,"PKG124",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","10070",2047329,7,"DE211",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","12805",2047329,7,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","35422",2047329,12,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","10070",2047329,5,"DE218",1,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","10070",2047329,2,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","14147",2047329,2,"DE3653",1,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","14147",2047329,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","12805",2047329,7,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","25883",2047329,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","35422",2047329,2,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","35171",2047329,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","10070",2047329,1,"DE211",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","14147",2047329,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","12805",2047329,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","31975",2047329,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","35422",2047329,10,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","10070",2047329,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","14147",2047329,5,"DE3401",1,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","12805",2047329,5,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","35422",2047328,4,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","10070",2047328,1,"DE211",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","10070",2047328,2,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","14147",2047328,2,"DE3401",1,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","12805",2047328,3,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","14147",2047328,1,"",0,"Line 6 (Evac)","T 1",2
"Opus","Week 04","1/22/2020","87010","12573",2047328,1,"",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","12573",2047328,2,"DE1850",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","12573",2047328,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","32194",2047328,1,"DE2409",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","11279",2047328,1,"PKG119",1,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","11279",2047328,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","9570",2047328,1,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87010","9570",2047328,4,"",0,"Line 6 (Evac)","T 2",1
"Opus","Week 04","1/22/2020","87000","9570",2047343,4,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","11279",2047343,4,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","11279",2047343,1,"PKG101",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","9570",2047343,2,"PKG113",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","9570",2047343,12,"PKG115",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","9570",2047343,5,"PKG116",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","9570",2047343,2,"PKG117",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","11279",2047343,19,"PKG124",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","9570",2047343,20,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","11279",2047343,21,"",0,"Line 7 (Reflex)","T 1",2
"Opus","Week 04","1/22/2020","87000","12573",2047343,1,"DW4023",1,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","87000","10113",2047343,1,"DW4023",1,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","87000","11279",2047343,5,"PKG124",1,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","87000","11279",2047343,4,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","87000","9570",2047343,4,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","87000","9570",2047343,5,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","57894","10326",2048992,3,"DW801",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","10326",2048992,30,"DW400",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","10326",2048992,5,"DW800",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","10326",2048992,196,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","36637",2048992,4,"DW701",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","36637",2048992,4,"DW3403",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","36637",2048992,43,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","11301",2048992,41,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,41,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,7,"DW200",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,1,"DW205",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,14,"DW4004",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,1,"DW4006",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,5,"DW3906",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","22746",2048992,25,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","4935",2048992,1,"DW1400",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","4935",2048992,40,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","24907",2048992,2,"DW4904",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","24907",2048992,39,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","37067",2048992,2,"DW12",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","37067",2048992,1,"DW4007",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","37067",2048992,34,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","11294",2048992,1,"DW301",1,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","11294",2048992,175,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","57894","11300",2048992,40,"",0,"Line 5 (SMX2)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,2,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14599",2047338,3,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,1,"DW203",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14598",2047338,6,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14147",2047338,3,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","35422",2047338,3,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","26883",2047338,2,"DW1801",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","26883",2047338,1,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,2,"DW300",1,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,3,"DW218",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,1,"DW221",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","9782",2047338,1,"DW211",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14598",2047338,2,"DW1305",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14599",2047338,1,"DW1305",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14147",2047338,1,"DW4023",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14598",2047338,12,"",0,"Line 7 (Reflex)","T 2",1
"Opus","Week 04","1/22/2020","15078","14599",2047338,6,"",0,"Line 7 (Reflex)","T 2",1
